"protein","organism","ref","abbrv","chains","Ala","Cys","Asp","Glu","Phe","Gly","His","Ile","Lys","Leu","Met","Asn","Pro","Gln","Arg","Ser","Thr","Val","Trp","Tyr"
"overall","bisonN","",40360,1,14.922,1.746,9.16,15.878,9.257,14.468,3.411,12.241,13.563,22.487,3.948,6.265,8.939,5.484,12.167,10.655,8.555,15.743,2.533,7.708
"overall","bisonS","",50497,1,15.319,1.65,8.579,13.934,8.039,13.773,3.237,10.99,10.765,20.255,3.731,5.498,8.829,5.331,12.249,9.791,8.318,15.013,2.728,6.318
"overall","bisonR","",43250,1,19.316,1.657,8.762,13.901,7.537,15.218,3.896,9.579,7.465,23.088,3.705,5.264,11.017,7.404,14.92,9.139,9.375,14.71,3.232,6.3
"overall","bisonQ","",83790,1,19.892,1.985,9.262,11.632,7.118,14.472,4.135,10.287,6.095,21.305,3.849,5.547,10.512,8.425,14.349,9.991,10.214,14.059,3.13,5.544
"overall","bisonP","",74082,1,19.797,1.918,9.114,11.631,6.978,14.24,4.033,10.121,5.911,21.131,3.832,5.454,10.365,8.079,14.349,9.612,10.002,14.098,3.117,5.619
"transferase","bisonN","",2384,1,17.826,2.457,11.129,19.789,12.771,18.434,4.725,15.546,17.168,27.834,4.84,7.492,11.625,5.86,14.44,12.781,9.646,19.799,2.825,9.815
"transferase","bisonS","",2593,1,17.772,2.041,10.087,16.539,10.111,16.445,4.142,13.171,12.829,23.834,4.344,6.18,10.771,5.235,14.137,10.99,8.821,17.86,2.766,7.589
"transferase","bisonR","",2257,1,21.817,2.031,9.397,15.504,8.257,16.694,4.755,10.564,7.948,25.194,4.069,4.967,12.629,6.997,16.736,8.957,9.28,16.79,3.235,6.857
"transferase","bisonQ","",4398,1,23.621,2.664,10.704,12.761,8.009,16.814,5.453,11.892,6.195,24.446,4.475,5.343,12.729,8.637,17.03,10.21,10.656,16.528,3.618,6.563
"transferase","bisonP","",4136,1,23.071,2.522,10.406,12.653,7.816,16.052,5.253,11.748,6.214,23.646,4.378,5.349,12.33,8.165,16.673,9.798,10.279,16.348,3.5,6.567
"transport","bisonN","",1285,1,19.84,1.037,8.664,13.107,12.286,18.088,2.977,14.872,11.693,30.72,5.205,6.607,10.183,6.345,11.893,13.233,10.914,19.511,2.919,8.018
"transport","bisonS","",1731,1,20.432,1.014,8.227,12.449,10.46,17.786,2.848,14.377,9.782,28.434,5.119,5.841,9.946,6.023,12.526,12.376,10.652,19.434,2.961,6.861
"transport","bisonR","",1591,1,24.206,1.109,8.411,12.995,10.58,19.485,3.503,12.388,7.338,32.636,4.95,5.469,11.757,7.957,15.659,10.889,11.277,19.404,3.561,6.64
"transport","bisonQ","",3429,1,24.82,1.574,9.253,11.534,9.986,18.959,3.673,14.514,6.053,29.968,5.453,6.138,11.688,9.195,14.985,12.311,12.625,19.244,3.799,5.789
"transport","bisonP","",2993,1,23.869,1.496,9.027,11.186,9.606,18.133,3.492,13.929,6.056,28.76,5.293,6.043,11.137,8.797,14.775,11.666,12.144,18.628,3.543,5.825
"dehydrogenase","bisonN","",1258,1,20.49,2.546,12.002,18.99,9.459,20.089,4.488,14.651,15.539,23.797,5.347,7.723,11.893,5.762,13.851,11.467,10.343,20.96,2.909,8.579
"dehydrogenase","bisonS","",1651,1,21.414,2.419,11.078,17.543,8.291,19.552,4.568,13.631,12.705,21.667,5.062,6.806,11.258,5.51,14.398,10.644,10.259,20.231,2.933,7.357
"dehydrogenase","bisonR","",1604,1,25.935,2.426,10.322,17.398,7.773,20.044,5.481,12.022,8.829,24.266,5.012,5.994,13.442,7.458,16.666,9.518,11.405,19.183,3.057,7.135
"dehydrogenase","bisonQ","",2626,1,26.278,2.805,10.937,14.164,7.284,19.232,5.445,12.777,7.498,22.39,5.125,6.38,12.343,8.323,15.813,10.537,11.936,18.081,2.956,6.329
"dehydrogenase","bisonP","",2428,1,26.05,2.764,10.894,14.439,7.251,19.02,5.441,12.445,7.376,21.996,5.027,6.362,12.259,8.044,15.853,10.046,11.795,18.069,2.873,6.435
"synthase","bisonN","",1509,1,18.371,2.543,11.486,20.482,10.113,18.758,4.72,14.913,16.131,25.031,4.993,7.036,10.965,5.895,14.054,11.603,9.995,20.034,2.43,8.892
"synthase","bisonS","",1486,1,18.66,2.245,10.863,18.251,8.81,17.581,4.38,13.59,13.341,22.421,4.649,6.299,10.441,5.448,13.989,10.755,9.384,18.808,2.346,7.55
